Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,factura promedio,116294.52,144420.65,188148.67,ND,ND,ND,126998.73,1471581.68,358056.69,1110405.19,9171654.58,467436.43
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,factura promedio,70182.28,88338.44,66968.54,ND,ND,ND,73910.89,248176.54,151913.13,78574.3,2534414.43,381014.63
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P. ,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,factura promedio,84345.76,89641.69,95541.4,96054.42,107376.31,158823.44,96754.31,4072070.87,552878.06,2074031.47,3079628.36,842241.18
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,factura promedio,113489.77,137328.21,179094.7,249951.82,ND,ND,128453.89,2295350.72,426301.64,2290642.93,40288.17,635858.75
EMPRESA DE SERVICIOS PUBLICOS DEL OCCIDENTE COLOMBIANO S.A.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,factura promedio,81772.57,102589.49,131718.1,ND,ND,ND,84505.87,332981.12,467226.07,1652491.48,1762464.91,659005.9
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,factura promedio,29987.06,53256.42,139203.75,82850.38,ND,ND,60148.7,3616949.28,7819348.77,5285166,203605.09,3454930.64
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,factura promedio,117208.06,111051.16,107142.58,104406.86,136395.53,252002.91,116791.08,6117410.38,811974.24,7672563.34,908616329.75,1294616.14
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio,93113.94,102684.16,110693.37,125677.9,149244.99,216665.39,110199.49,7468067.41,682792.61,2583626.84,8623745.37,1368343.3
ENEL COLOMBIA S.A. E.S.P.,factura promedio,93311.16,101131.16,92965.72,96746.65,125688.21,175884.94,99861.55,2162250.13,501847.01,2865277.76,98174539.73,791338.48
Enel X Colombia S.A.S. ESP,factura promedio,ND,4480300.5,2487514,ND,15742429,ND,6797636,25694737.83,10311573.69,12363446.22,ND,13612959.02
ENERBIT S.A.S E.S.P.,factura promedio,54374.7,39970.85,71905.38,78537.25,215908.64,531455.71,107783.99,4714172.93,2227102.84,1215505.5,ND,2426707.73
ENERMAS S.A.S E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ENERTOTAL S.A. E.S.P.,factura promedio,0,24453.97,0,0,0,0,3017.71,5710858.79,819118.26,1843513.49,ND,1882605.94
ENERXIA COLOMBIA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
FRANCA ENERGIA SA ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,1109961608,ND,ND,ND,1109961608
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,factura promedio,ND,ND,15756477.5,ND,ND,ND,15756477.5,57268983.34,53597301.67,19560211,ND,55609570.5
GAP ENERGY GROUP S.A.S ESP ,factura promedio,ND,ND,ND,ND,ND,ND,ND,230564500.2,ND,ND,ND,230564500.2
GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,factura promedio,ND,229193951,ND,ND,ND,ND,229193951,684276171.45,1387572306.25,533129072.2,ND,738419567.32
GENERSA S.A.S E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
GREENYELLOW COMERCIALIZADORA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ISAGEN S.A. E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,410268143.56,307777238.12,104888148,ND,396069351.72
ITALCOL ENERGIA S.A. ESP.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
MESSER ENERGY SERVICES SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
NEU ENERGY SAS ESP,factura promedio,6453000,5707755.97,8780970.15,8301696.2,2291785.83,1448055.33,4603429.46,13041676.44,7011190.77,10123723.74,ND,8770405.67
PROFESIONALES EN ENERGÍA S.A E.S.P,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
QI ENERGY SAS ESP,factura promedio,ND,3175147.5,15989.57,487398.62,46114.5,342868.25,498579.44,6100094.51,2574317.89,18989965.02,56708170.5,3333429.93
RIOPAILA ENERGÍA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
RUITOQUE S.A. E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
SOL & CIELO ENERGIA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
TERMOPIEDRAS S.A. E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
TERPEL ENERGIA S.A.S E.S.P,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,22734508.15,ND,ND,22734508.15
Transacciones Energeticas S.A.S Empresa de Servicios Públicos E.S.P,factura promedio,ND,10348069.94,20564028.2,ND,ND,ND,12780440.95,9660476.89,6560422.71,24106189.89,ND,7198227.31
VATIA S.A.S. E.S.P.,factura promedio,1300082.7,29490.91,146589.13,174451.68,205487.65,392541.04,211975.22,8123818.87,3375616.34,9286728.42,3396567.97,3984835.54
VOLTAJE EMPRESARIAL SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,
Año,2026
Período,Enero
Ubicación,Urbano
Reporte a Consultar,Factura Promedio
