Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,factura promedio,102812.91,108756.78,110623.87,130669.88,152459.6,176729.08,113383.12,1044033.82,426180.32,1589600.8,7725035.53,569584.75
EMPRESA DE ENERGIA DE ARAUCA,factura promedio,63137.6,121775.57,126080.54,212437.21,ND,ND,86803.56,3477865.16,266295.9,2745527.82,824702.39,528299.19
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,factura promedio,75243.57,80614.91,79877.89,75482.65,85689.94,156309.66,79600.24,2523138.44,274615.65,739616.45,2215638.04,453428.44
EMPRESA DE ENERGIA DE CASANARE SA ESP,factura promedio,85925.84,98895.58,110461.82,133092.12,293983.75,ND,97588.18,4296185.81,393150.47,1666218.78,3709339.43,610617.95
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,factura promedio,115582.69,145863.61,175571.8,ND,ND,ND,126687.58,1358362.7,370792.02,1257919.5,10803107.35,491368
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,factura promedio,70292.25,88957,86868.95,ND,ND,ND,74927.46,169349.5,280569.52,1059276.61,2489189.23,368863.7
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,factura promedio,85825.48,93936.7,97605.15,110995.12,119949.47,167902.48,97421.65,1293723.8,418011.01,1056514.17,2787368.06,551162.39
EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P. ,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,factura promedio,124361.63,147148.3,182086.61,208848.64,ND,ND,138222.61,2786312.62,426436.8,2313009.39,0,646342.92
EMPRESA DE SERVICIOS PUBLICOS DEL OCCIDENTE COLOMBIANO S.A.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,factura promedio,98847.75,121167.72,150673.08,ND,ND,ND,101766.15,404498.79,529561.07,2381290.89,2160790.86,810275.85
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,factura promedio,13033.93,36014.18,150879.94,94977.83,ND,ND,52280.18,10093151.48,3206215.19,561465.17,ND,4157874.65
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,factura promedio,108461.78,106799.36,102099.19,95453.98,129447.46,239371.41,110352.43,6225230.71,798982.18,8385911.58,869068332,1328700.42
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio,94516.67,104623.09,113992.41,130915.74,151948.7,220314.48,112806.78,8339277.58,702160.11,2852639.97,9057563.74,1462534.81
ENEL COLOMBIA S.A. E.S.P.,factura promedio,94895.27,107310.72,99184.32,105832.53,137201.16,200713.81,106798.25,2522859.3,528297.73,1620284.31,100037914.02,816148.06
Enel X Colombia S.A.S. ESP,factura promedio,ND,7006302,ND,ND,ND,ND,7006302,33620445.04,12150525.95,8170790.33,ND,16844104.6
ENERBIT S.A.S E.S.P.,factura promedio,33875.63,65435.92,52915.97,73789.05,152832.69,298565.52,95725.41,4447792.49,2198321.88,42926947,ND,2388216.04
ENERMAS S.A.S E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ENERTOTAL S.A. E.S.P.,factura promedio,70524.19,236682.31,207162.8,115990.84,137955.45,286769.15,156558.46,7543090.23,2230103.31,7546930.45,ND,3432021.39
ENERXIA COLOMBIA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
FRANCA ENERGIA SA ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,1003528172,ND,ND,ND,1003528172
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,factura promedio,ND,ND,17447027,ND,ND,ND,17447027,60403758.85,64533587.5,16601933,ND,59844263.15
GAP ENERGY GROUP S.A.S ESP ,factura promedio,ND,ND,ND,ND,ND,ND,ND,260687520.5,ND,ND,ND,260687520.5
GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,factura promedio,ND,167682964,ND,ND,ND,ND,167682964,744333383.72,713440385.71,559724835.75,ND,717814351
GENERSA S.A.S E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
GREENYELLOW COMERCIALIZADORA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ISAGEN S.A. E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,396889852.86,341595751.67,ND,ND,389729465.65
ITALCOL ENERGIA S.A. ESP.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
MESSER ENERGY SERVICES SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,1969093515,22519767,ND,ND,995806641
NEU ENERGY SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
PROFESIONALES EN ENERGÍA S.A E.S.P,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
QI ENERGY SAS ESP,factura promedio,ND,202452,17842.14,403871.62,33170.5,462663.33,340805.2,6520477.09,2257568.75,18623946.84,43131019,3013013.76
RIOPAILA ENERGÍA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
RUITOQUE S.A. E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
SOL & CIELO ENERGIA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
TERMOPIEDRAS S.A. E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
TERPEL ENERGIA S.A.S E.S.P,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,24885349.09,13375912,ND,24826627.47
Transacciones Energeticas S.A.S Empresa de Servicios Públicos E.S.P,factura promedio,ND,13963147.08,20878792.8,ND,ND,ND,15997160.53,16779913.89,10761337.82,10696966.5,ND,11189575.91
VATIA S.A.S. E.S.P.,factura promedio,2272681.56,78918.52,150312.3,168526.6,216570.57,388199.95,213954.07,9473951.88,3837534.51,8129571.39,3274118.32,4561072.61
VOLTAJE EMPRESARIAL SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,
Año,2025
Período,Junio
Ubicación,Urbano
Reporte a Consultar,Factura Promedio
