Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
DICELER S.A E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,10960131,ND,2925186.3,ND,3066150.25
DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
DRUMMOND POWER S.A.S .ES.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,38346985,ND,ND,ND,38346985
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,factura promedio,81451.19,97133.26,109565.95,164996.12,ND,ND,88480.33,4935184.65,496374.37,2256898.56,41900418.61,765963.33
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,factura promedio,91692.83,114775.65,128594.36,198878.47,264062.69,246873.52,113539.45,2887757.77,500982.74,1412375.7,1570755.68,656349.05
ELECTRIFICADORA DEL META S.A. E.S.P.,factura promedio,99295.16,103393.89,115350.71,143383.99,174709.76,228775.13,108747.6,6382290.16,341466.34,2168797.42,1758600.18,551938.86
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,factura promedio,110199.53,117095.06,120090.13,138093.93,159895.08,189428.68,121711.36,1102935.85,449256.23,1468998.79,8565845.45,593359.08
EMPRESA DE ENERGIA DE ARAUCA,factura promedio,61439.64,121220.37,124712.88,211941.98,ND,ND,85520.31,3668937.49,250998.6,2479734.37,809548.94,495323.92
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,factura promedio,76837.51,82345.77,81207.67,77965.52,83012.15,138327.13,81147.24,2537671.56,274085.07,777322.96,2437473.48,460287.6
EMPRESA DE ENERGIA DE CASANARE SA ESP,factura promedio,94617.25,109560.28,123216.9,146704.35,282347.92,ND,108034.82,4738861.51,431091.66,1735467.72,3923937.7,661301.53
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,factura promedio,112351.61,139818.73,173978,ND,ND,ND,122620.19,1316298.72,352766.94,1303662.27,6404420.69,470696.39
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,factura promedio,74667.47,98610.54,91954.95,ND,ND,ND,80479.66,175542.37,281912.95,1095120.65,2587874.95,375054.37
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,factura promedio,86189.53,94666.03,97433.98,103064.65,112254.54,161285.64,96309.62,1401906.98,402982.68,998579.57,2568824.84,535026.62
EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P. ,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,factura promedio,86632.4,94161.43,97967.27,100347.24,110704.25,154962.04,99837.15,4412014.27,541974.9,2403556.27,5169745.76,908356.26
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,factura promedio,130350.75,157167.69,194158.17,239511.64,ND,ND,146350.85,3123412.92,453831.04,2447574.83,0,688512.53
EMPRESA DE SERVICIOS PUBLICOS DEL OCCIDENTE COLOMBIANO S.A.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,factura promedio,115324.26,151483.98,156661.96,ND,ND,ND,118822.41,540688.81,562318.29,2418814.14,2142889.95,849438.71
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,factura promedio,12428.33,39837.52,144532,99107.14,ND,ND,54752.46,9783305.36,3526828.75,496962.26,ND,4322470.83
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,factura promedio,121198.12,118795.46,114752.72,116132.01,147303.43,247125.9,124278.53,6344840.91,856151.09,8596692.06,784316133.6,1393520.48
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio,97589.89,106275.11,113929.8,129953.61,152086.32,225205.65,113956.22,8183059.73,705993.52,2787200.44,9712152.55,1455666.72
ENEL COLOMBIA S.A. E.S.P.,factura promedio,97602.59,109919.81,99955.04,106715.95,137733.75,183658.46,107892.9,2553528.49,557932.55,3330664.83,101182118.29,894289.36
Enel X Colombia S.A.S. ESP,factura promedio,ND,6895785.67,ND,ND,ND,ND,6895785.67,33242513.89,13200834.43,19309846.64,ND,17808457
ENERBIT S.A.S E.S.P.,factura promedio,27310.06,64836.84,52077.5,64569.39,162249.97,402063.42,99821.83,4671456.12,2205363.68,ND,ND,2376239.21
ENERMAS S.A.S E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ENERTOTAL S.A. E.S.P.,factura promedio,84036.4,216592.36,222110.82,113895.04,134343.13,279256.89,156911.35,7316945.8,2299078.9,8279878.65,ND,3466424.8
ENERXIA COLOMBIA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
FRANCA ENERGIA SA ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,999104828,ND,ND,ND,999104828
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,factura promedio,ND,ND,15320679.5,ND,ND,ND,15320679.5,55744770.41,62711462.67,17607328,ND,55852497.21
GAP ENERGY GROUP S.A.S ESP ,factura promedio,ND,ND,ND,ND,ND,ND,ND,252342564.9,ND,ND,ND,252342564.9
GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
GENERSA S.A.S E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
GREENYELLOW COMERCIALIZADORA SAS ESP,factura promedio,ND,22154617,ND,ND,ND,ND,22154617,29081548,31363136.25,27024255,ND,30963720.32
ISAGEN S.A. E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,384431774.8,348115554.12,ND,ND,379990222.63
ITALCOL ENERGIA S.A. ESP.,factura promedio,ND,ND,ND,ND,ND,ND,ND,265267305.9,85920075,620344918,ND,252198443
MESSER ENERGY SERVICES SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,1842337258,22038644,ND,ND,932187951
NEU ENERGY SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
PROFESIONALES EN ENERGÍA S.A E.S.P,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
QI ENERGY SAS ESP,factura promedio,ND,205746,17597.29,593735.47,82979.5,478153.67,490356.64,7293076.01,2653780.95,23389801.2,42085687,3521511.77
RIOPAILA ENERGÍA SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
RUITOQUE S.A. E.S.P.,factura promedio,ND,ND,ND,167319.75,151764.08,223755.42,166742.21,71678499.69,6015178.16,73625414.23,ND,13154532.14
SOL & CIELO ENERGIA SAS ESP,factura promedio,5259934.67,1733907.43,773680.53,1020181.56,323531.64,1121749.43,1204889.53,15045520.07,4515810.93,2566979.93,ND,4335133.22
TERMOPIEDRAS S.A. E.S.P.,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
TERPEL ENERGIA S.A.S E.S.P,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,22994613.92,ND,ND,22994613.92
Transacciones Energeticas S.A.S Empresa de Servicios Públicos E.S.P,factura promedio,ND,8884104.67,20559946.8,ND,ND,ND,12318175.88,15939653.68,10369143.99,9174636.57,ND,10741404.62
VATIA S.A.S. E.S.P.,factura promedio,2197895.22,85188.14,156473.78,174840.21,224825.42,398468.25,221344.99,9180398.11,3827813.63,11479434.94,3186736.24,4514265.67
VOLTAJE EMPRESARIAL SAS ESP,factura promedio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,
Año,2025
Período,Mayo
Ubicación,Urbano
Reporte a Consultar,Factura Promedio
